TABNAME,LANGUAGE,TEXT
T001L,D,Lagerorte
T001L,E,Storage Locations
T001P,D,Personalbereich/-teilbereich
T001P,E,Personnel Area/Subarea
T001W,D,Werke/Niederlassungen
T001W,E,Plants/Branches
T003,D,Belegarten
T003,E,Document Types
T003O,D,Auftragsarten
T003O,E,Order Types
T003P,D,Auftragsarten-Texte
T003P,E,Order Type Descriptions
T003T,D,Belegartentexte
T003T,E,Document Type Texts
T004T,D,Bezeichnung der KontenplÃ¤ne
T004T,E,Chart of Account Names
T005,D,LÃ¤nder
T005,E,Countries
T005T,D,Bezeichnung der LÃ¤nder
T005T,E,Country Names
T005U,D,Steuern: ProvinzschlÃ¼ssel: Texte
T005U,E,Taxes: Region Key: Texts
T006,D,MaÃŸeinheiten
T006,E,Units of Measurement
T006A,D,Zuordnung interne - sprachabhÃ¤ngige MaÃŸeinheit
T006A,E,Assign Internal to Language-Dependent Unit
T007A,D,SteuerschlÃ¼ssel
T007A,E,Tax Keys
T007S,D,Bezeichnung der Steuerkennzeichen
T007S,E,Tax Code Names
T011,D,Bilanz/GuV-Strukturen
T011,E,Financial Statement Versions
T011T,D,Bezeichnung der Ergebnisrechnungsversion
T011T,E,Financial statement version names
T012K,D,Konten bei Hausbanken
T012K,E,House Bank Accounts
T014,D,Kreditkontrollbereiche
T014,E,Credit control areas
T016T,D,Bezeichnung der Branchen
T016T,E,Industry Names
T023T,D,Bezeichnungen zu Warengruppen
T023T,E,Material Group Descriptions
T024,D,Einkaufsgruppen
T024,E,Purchasing Groups
T024A,D,Planergruppe
T024A,E,Planner group
T024D,D,Materialdisponenten
T024D,E,MRP controllers
T024E,D,Einkaufsorganisationen
T024E,E,Purchasing Organizations
T024F,D,Fertigungssteuerer
T024F,E,Production scheduler
T024X,D,Texte zu Labor/BÃ¼ro
T024X,E,Laboratory/Office Texts
T025T,E,Valuation Class Descriptions
T030,D,Fixkontentabelle
T030,E,Standard Accounts Table
T052U,D,Eigene ErlÃ¤uterungen zu Zahlungsbedingungen
T052U,E,Own Explanations for Terms of Payment
T064B,D,Bestandarten und -texte fÃ¼r die Inventur
T064B,E,Stock Types and Texts for Physical Inventory
T064T,D,Texte zur Inventur
T064T,E,Physical Inventory: Texts
T074T,D,Bezeichnung der Sonderhauptbuchkennzeichen
T074T,E,Special G/L Indicator Names
T090C,D,Externe AbschreibungsschlÃ¼ssel
T090C,E,External depreciation keys
T090T,D,Bezeichnung externe AbschreibungsschlÃ¼ssel
T090T,E,Names For External Depreciation Keys
T093,D,Bewertungsbereiche echt und abgeleitet
T093,E,Real and derived depreciation areas
T093B,D,Buchungskreisbezogene Bewertungsbereichsangaben
T093B,E,Company code-related depreciation area specifications
T093T,D,Bezeichnung echter und abgeleiteter Bewertungsbereiche
T093T,E,Names for real and derived depreciation areas
T095,D,Bestandskonten der Bewertungsbereiche
T095,E,Balance sheet accounts for depreciation areas
T095T,D,Bezeichnung Kontengruppen
T095T,E,Name for account groups
T096,D,BewertungsplÃ¤ne
T096,E,Chart of depreciation
T096T,D,Texte der BewertungsplÃ¤ne
T096T,E,Chart of depreciation texts
T141T,D,Bezeichnungen Materialstatus aus Mat-/PPS-Sicht
T141T,E,Descriptions of Material Status from MM/PP View
T148T,D,Sonderbestandsbezeichnungen
T148T,E,Special Stock Descriptions
T149T,D,Bezeichnungen globaler Bewertungstypen
T149T,E,Global Valuation Category Descriptions
T156,D,Bewegungsart
T156,E,Movement Type
T156T,D,Bewegungsart Text
T156T,E,Movement Type Text
T157E,D,Texttabelle: Grund der Bewegung
T157E,E,Text Table: Reason for Movement
T161T,D,Texte zu Einkaufsbelegarten
T161T,E,Texts for Purchasing Document Types
T163C,D,Texte zu Bestellentwicklungstypen
T163C,E,Texts for Purchase Order History Categories
T163I,D,Texte zu Kontierungstypen
T163I,E,Texts for Account Assignment Categories
T300T,D,Lagernummerbezeichnungen
T300T,E,Warehouse Number Descriptions
T301T,D,Lagertypbezeichnungen
T301T,E,Storage Type Descriptions
T416,D,StÃ¼cklistenverwendung - Positionsstatus
T416,E,BOM Usage - Item Statuses
T416T,D,Texte zur StÃ¼cklistenverwendung
T416T,E,BOM Usage Texts
T499S,D,Standort
T499S,E,Location
T500C,D,WÃ¤hrung des Ã–ffentlichen Sektors
T500C,E,Currency for Public Service Sector
T500P,D,Personalbereiche
T500P,E,Personnel Areas
T503T,D,Mitarbeiterkreis-Bezeichnungen
T503T,E,Employee Subgroup Names
T510A,D,Tarifarten
T510A,E,Pay Scale Types
T510G,D,Tarifgebiete
T510G,E,Pay Scale Areas
T512T,D,Lohn-Gehaltsarten-Text
T512T,E,Wage Type Texts
T513S,D,Stellenbezeichnung
T513S,E,Job Titles
T517T,D,Schularten-Bezeichnungen
T517T,E,Educational Establishment Type Designations
T517X,D,Fachrichtungen
T517X,E,Branches of Study
T526,D,Sachbearbeiter
T526,E,Administrators
T527X,D,Organisationseinheiten
T527X,E,Organizational Units
T528T,D,Planstellentexte
T528T,E,Position Texts
T529T,D,Personalmassnahmen-Texte
T529T,E,Personnel Action Texts
T529U,D,Statuswerte
T529U,E,Status Values
T530E,D,Ã„nderungsgrÃ¼nde
T530E,E,Reasons for Changes
T530F,D,Ã„nderungsgrÃ¼nde
T530F,E,Reasons for Changes
T530T,D,Texte zu Massnahmengruenden
T530T,E,Reason for Action Texts
T533T,D,Urlaubsarten Texte
T533T,E,Leave Type Texts
T538T,D,Zeit-/Masseinheiten-Texte
T538T,E,Units of Time/Measurement Texts
T542T,D,AnstellungsverhÃ¤ltnisse
T542T,E,Employment Contracts
T547S,D,Vertragsarten - Texte
T547S,E,Contract Type Texts
T548T,D,Datumsarten
T548T,E,Date Types
T549T,D,Abrechnungskreise
T549T,E,Payroll areas
T554T,D,Ab- und Anwesenheitstexte
T554T,E,Absence and Attendance Texts
T555Q,D,Texte fÃ¼r Personalzeitumbuchungsart
T555Q,E,Texts for Time Transfer Type
T555V,D,Mitarbeiterstatus fÃ¼r Personalzeitwirtschaft - Texte
T555V,E,Employee Status for Time Management: Texts
T556,D,Vertretungsarten
T556,E,Substitution Types
T556B,D,Abwesenheitskontingenttyp Texte
T556B,E,Absence Quota Type Texts
T574B,D,Qualifikationsbezeichnungen
T574B,E,Qualification Names
T591S,D,Texte zu Info-Subtypen
T591S,E,Subtype Texts
T5C1B,D,Texte zu AHV-SchlÃ¼sseln
T5C1B,E,Texts for AHV Keys
T5C1O,D,Kantone/Gemeinden
T5C1O,E,Cantons/Municipalities (CH)
T5C2G,D,Texte zur Quellensteuer
T5C2G,E,Texts for Withholding Tax
T5CA2,D,VS-Wertarten
T5CA2,E,PC Value Types
T5CA3,D,HR-CH: Wertartbezeichnungen
T5CA3,E,HR-CH: Value type descriptions
T5CAQ,D,Bezeichnungen zu MA-Attributklassen
T5CAQ,E,HR-CH: Identification of EE attribute classes
T5K13,D,Stellen
T5K13,E,Jobs
T5UBA,D,Arbeitgeberleistungsplan
T5UBA,E,Benefit plan
T5UC1,D,ArbgLeistung Planart Texte
T5UC1,E,Benefit plan type texts
T5UC3,D,Arbeitgeberleistungsbereich Texte
T5UC3,E,Benefit area texts
T5UC4,D,ArbgLeistung ZulÃ¤ssigkeitsgruppierung Texte
T5UC4,E,Benefit eligibility grouping texts
T5UC9,D,ArbgLeistung Zweite Programmgruppierung Texte
T5UC9,E,Benefit Second Program Grouping Texts
T5UCT,D,ArbgLeistung Erste Programmgruppierung Texte
T5UCT,E,Benefit first program grouping texts
T5UCV,D,ArbgLeistung ZulÃ¤ssigkeitsregelung Texte
T5UCV,E,Benefit eligibility rules texts
T682,D,Konditionen: Zugriffsfolgen
T682,E,Conditions: Access Sequences
T682T,D,Konditionen: Zugriffsfolgen: Texte
T682T,E,Conditions: Access Sequences: Texts
T683,D,Kalkulationsschemata
T683,E,Pricing procedures
T683S,D,Kalkulationsschemata: Daten
T683S,E,Pricing Procedure: Data
T683T,D,Kalkulationsschemata: Texte
T683T,E,Pricing Procedures: Texts
T683U,D,Konditionen: Schema (Text)
T683U,E,Conditions: Procedure (Text)
T685,D,Konditionen: Arten
T685,E,Conditions: Types
T685A,D,Konditionen: Arten: Zusatzdaten Preiselemente
T685A,E,Conditions: Types: Additional Price Element Data
T685T,D,Konditionen: Arten: Texte
T685T,E,Conditions: Types: Texts
T687T,D,Kontenfindung: KontoschlÃ¼ssel: Texte
T687T,E,Account Determination: Account Key Texts
T800S,D,FI-SL-Settabelle (vor Release 4.0)
T800S,E,FI-SL Set Table (before Release 4.0)
T811C,E,Allocations: Cycles
T811F,E,Allocations: Element Table
T811K,E,Allocations: Key Fields
T811L,E,Assessments/Distributions: Long Text
T811S,E,Allocations: Segments
T856,E,Transaction Types
T881,D,Ledger-Stamm
T881,E,Ledger Master
T881T,D,FI-SL-Ledgertext
T881T,E,FI-SL Ledger text
T882,D,Zuordnung Buchungskreis - Ledger
T882,E,Company Code/Ledger Assignment
T882G,D,Zuordnung Buchungskreis - Ledger
T882G,E,Company code - ledger assignment
T8J9A,E,Equity Group - JOA level
T8J9C,E,Joint operating agreement partner shares
T8JG,E,Valid Investment Group
T8JO,E,Partner
T8JQ,E,Joint Venture Owner Equity
T8JU,E,Joint Operating Agreement
T8JV,E,Joint Venture
T8JVT,E,Joint Venture Description
TABW,D,Bewegungsarten der Anlagenbuchhaltung
TABW,E,Asset transaction types
TABWH,D,Bezeichnung Anlagenbewegungsarten-Gruppen
TABWH,E,Name for asset transaction type groups
TABWQ,D,Anlagengittergruppe
TABWQ,E,Asset hist. sheet group
TABWR,D,Bezeichnung der Anlagengittergruppe
TABWR,E,Name of asset hist. sheet group
TABWT,D,Bewegungsartentexte der Anlagenbuchhaltung
TABWT,E,Asset transaction types texts
TAPRF,D,InvestitionsmaÃŸnahmenprofil fÃ¼r AIB und AfA-Simulation
TAPRF,E,Cap. inv. measure profile for AuC and dep. simulation
TAPRFT,D,Texttab. zu Investitionsprofil
TAPRFT,E,Text tab. for investment profile
TBO01,E,Language-specific values for object type
TBO02,E,Language-dependent values for the object class
TBSL,D,BuchungsschlÃ¼ssel
TBSL,E,Posting Key
TBSLT,D,Bezeichnung der BuchungsschlÃ¼ssel
TBSLT,E,Posting Key Names
TC24,D,Arbeitsplatz-Verantwortlicher
TC24,E,Person responsible for the work center
TC26T,D,Text KapazitÃ¤tsart
TC26T,E,Description of the capacity category
TC30T,D,Bezeichnung Arbeitsplatzart
TC30T,E,Text for the work center category
TCJ_CJ_NAMES,D,Kassenbuchbezeichnungen
TCJ_CJ_NAMES,E,Cash Journal Names
TCJ_C_JOURNALS,D,KassenbÃ¼cher
TCJ_C_JOURNALS,E,Cash Journals
TCJ_POSITIONS,D,Positionen der Kassenbuchbelege
TCJ_POSITIONS,E,Cash Journal Document Items
TCJ_TRANSACTIONS,D,Bezeichnung GeschÃ¤ftsvorfÃ¤lle Kassenbuch
TCJ_TRANSACTIONS,E,Cash Journal Business Transaction Names
TCJ_TRANS_NAMES,D,GeschÃ¤ftsvorfÃ¤lle Kassenbuch
TCJ_TRANS_NAMES,E,Cash Journal Business Transactions
TCK04,D,Kalkulationsvarianten - Texte
TCK04,E,Costing Variants - Texts
TCLAT,D,Klassenarten Texte
TCLAT,E,Class Type Texts
TCN01,D,SchlÃ¼sselworttexte zu PS-Userfelder
TCN01,E,Key Word Text for PS User Fields
TCUGT,D,Beziehungsgruppen - Texte
TCUGT,E,Dependency Groups - Texts
TCURT,D,Bezeichnung der Waehrungscodes
TCURT,E,Currency Code Names
TCUXT,D,Beziehungspflegestatus - Texte
TCUXT,E,Dependency Maintenance Statuses - Texts
TFIN020,D,Zuordnung GeschÃ¤ftsbereiche zu Buchungskreisen
TFIN020,E,Assignment of Business Areas to Company Codes
TFKBT,D,Bezeichnung der Funktionsbereiche
TFKBT,E,Name of the functional areas
TGSB,D,GeschÃ¤ftsbereiche
TGSB,E,Business Areas
TGSBT,D,Bezeichnung der GeschÃ¤ftsbereiche
TGSBT,E,Business Area Names
TINCT,D,Debitoren: Incoterms: Texte
TINCT,E,Customers: Incoterms: Texts
TJ01,D,Betriebswirtschaftliche VorgÃ¤nge
TJ01,E,Business Transactions
TJ01T,D,Texte zu betriebswirtschaftlichen VorgÃ¤ngen
TJ01T,E,Business Transaction Texts
TJ02,D,Systemstatus
TJ02,E,System status
TJ02T,D,Texte zu Systemstatus
TJ02T,E,System status texts
TJ30,D,Anwenderstatus
TJ30,E,User Status
TJ30T,D,Texte zu Anwenderstatus
TJ30T,E,Texts for User Status
TKA01,D,Kostenrechnungskreise .
TKA01,E,Controlling Areas
TKA02,D,Kostenrechnungskreisfindung
TKA02,E,Controlling area assignment
TKA03,D,Statistische Kennzahlen
TKA03,E,Statistical key figures
TKA05,D,Kostenstellentypen
TKA05,E,Cost Center Types
TKB8A,E,Language-Dependent Values for Settlement Type
TKT03,D,Texte Statistische GrÃ¶ÃŸen
TKT03,E,Stat. key figure texts
TKT05,D,Kostenstellentypen - Texte
TKT05,E,Cost center type texts
TKUKT,D,Debitoren: Kundenklassifizierung: Texte
TKUKT,E,Customers: Customer classification: Texts
TKV01,D,AbweichungsschlÃ¼ssel Kostenstellen/Kalkulation
TKV01,E,Variance Keys: Cost Centers/Costing
TKV02,D,Bezeichnung AbweichungsschlÃ¼ssel
TKV02,E,Variance Key Name
TKZU1,D,Zuschlagsbasis-Kostenarten
TKZU1,E,Overhead Base Cost Elements
TKZU2,D,Zuschlagsbasis-Herkunft
TKZU2,E,Overhead Base Origin
TKZU3,D,Zuschlags-Entlastung
TKZU3,E,Overhead Credit
TKZU9,D,Entlastungsobjekte zu Soll=Ist-Kostenarten
TKZU9,E,Credit objects for target/actual cost elements
TKZX9,D,Entlastungsobjekte zu Soll=Ist-Kostenarten je BUKRS/GSBER
TKZX9,E,Credit objects for tgt=act. cost elements per BUKRS/GSBER
TMKM1T,D,Steuern: Materialien  (Einkauf)
TMKM1T,E,Taxes: Materials (Purchasing)
TOA01,D,VerknÃ¼pfungstabelle 1
TOA01,E,Link table 1
TPAR,D,GeschÃ¤ftspartner: Rollen
TPAR,E,Business Partner: Functions
TPART,D,GeschÃ¤ftspartner: Rollen: Texte
TPART,E,Business Partner Functions: Texts
TPCPROG,D,Programme fÃ¼r BerechtigungsprÃ¼fung
TPCPROG,E,Programs for Authorization Check
TPTMT,D,Materialien: Positionstypengruppen im Materialstamm: Texte
TPTMT,E,Materials: Item Category Groups in Mat.Master: Texts
TQ30,D,PrÃ¼farten
TQ30,E,Inspection types
TQ30T,D,Texte zu den PrÃ¼farten
TQ30T,E,Texts for inspection types
TQ31T,D,Bezeichnungen der PrÃ¼flosherkÃ¼nfte
TQ31T,E,Descriptions of Inspection Lot Origins
TQ80_T,D,Texte fÃ¼r Meldungsarten
TQ80_T,E,Notification type texts
TSKMT,D,Steuern: Materialien: Texte
TSKMT,E,Taxes: Materials: Texts
TSPAT,D,Org.-Einheit: Vertriebssparten: Texte
TSPAT,E,Organizational Unit: Sales Divisions: Texts
TSTL,D,Steuern: GÃ¼ltige Steuertypen je Land
TSTL,E,Taxes: Valid Tax Categories for Each Country
TTXIT,D,Texte zu Text-Id's
TTXIT,E,Texts for Text IDs
TVAGT,D,Verkaufsbelege: AbsagegrÃ¼nde: Texte
TVAGT,E,Rejection Reasons for Sales Documents: Texts
TVAKT,D,Verkaufsbelege: Arten: Texte
TVAKT,E,Sales Document Types: Texts
TVBST,D,Vertriebsbelege: Bearbeitungsstatus: Texte
TVBST,E,SD Documents: Processing Status: Texts
TVFK,D,Faktura: Belegarten
TVFK,E,Billing: Document Types
TVFKT,D,Faktura: Belegarten: Texte
TVFKT,E,Billing: Document Types: Texts
TVFST,D,Faktura: SperrgrÃ¼nde: Texte
TVFST,E,Billing : Blocking Reason Texts
TVGRT,D,Org.-Einheit: VerkÃ¤ufergruppen: Texte
TVGRT,E,Organizational Unit: Sales Groups: Texts
TVKBT,D,Org.-Einheit: VerkaufsbÃ¼ros: Texte
TVKBT,E,Organizational Unit: Sales Offices: Texts
TVKOT,D,Org.-Einheit: Verkaufsorganisationen: Texte
TVKOT,E,Organizational Unit: Sales Organizations: Texts
TVROT,D,Routen: Texte
TVROT,E,Routes: Texts
TVSTT,D,Org.-Einheit: Versandstellen: Texte
TVSTT,E,Organizational Unit: Shipping Points: Texts
TVTWT,D,Org.-Einheit: Vertriebswege: Texte
TVTWT,E,Organizational Unit: Distribution Channels: Texts
USR04,D,Benutzerstamm Berechtigungen
USR04,E,User master authorizations
USR21,D,Zuordnung Benutzername AdressschlÃ¼ssel
USR21,E,User Name/Address Key Assignment
VBAK,D,Verkaufsbeleg: Kopfdaten
VBAK,E,Sales Document: Header Data
VBAP,D,Verkaufsbeleg: Positionsdaten
VBAP,E,Sales Document: Item Data
VBEP,D,Verkaufsbeleg: Einteilungsdaten
VBEP,E,Sales Document: Schedule Line Data
VBFA,D,VertriebsbelegfluÃŸ
VBFA,E,Sales Document Flow
VBKD,D,Verkaufsbeleg: KaufmÃ¤nnische Daten
VBKD,E,Sales Document: Business Data
VBPA,D,Vertriebsbeleg: Partner
VBPA,E,Sales Document: Partner
VBRK,D,Faktura: Kopfdaten
VBRK,E,Billing Document: Header Data
VBRP,D,Faktura: Positionsdaten
VBRP,E,Billing Document: Item Data
VBUK,D,Vertriebsbeleg: Kopfstatus und Verwaltungsdaten
VBUK,E,Sales Document: Header Status and Administrative Data
VBUP,D,Vertriebsbeleg: Positionsstatus
VBUP,E,Sales Document: Item Status
VCKUN,D,Zuordnung Kunde-Kreditkarte
VCKUN,E,Assign customer-credit card
VCNUM,D,Kreditkartenstamm
VCNUM,E,Credit card master
VEDA,D,Vertragsdaten
VEDA,E,Contract Data
VEIAV,D,INTRASTAT Eingang/Versendung
VEIAV,E,INTRASTAT Receipt/Dispatch
VTTK,D,Transportkopf
VTTK,E,Shipment Header
WLP00,E,
ZSPLA,E,Actual line item table
ZSPLT,E,Summary table
ZZGSAPGL,E,Transaction table for Luminon records
ZZPART_PCGSAPKST,E,Lum Partner Profit Center To GSAP Cost Element Mapping
ZZSKA1GSAP,E,Account Mapping Table Lum To GSAP
ZZT001GSAP,E,Company code Profit Center Mapping from Lum To GSAP
